,Date,User,Content,ReplyCount,RetweetCount,LikeCount,QuoteCount,TweetID,Sentiment
70,2022-04-04 00:27:16+00:00,amazonmusic,There’s no denying the hold “Leave The Door Open” had all of us in. Congrats to @silksonic for Song Of The Year #GRAMMYS,1,23,108,1,1510775978460532740,0.6636
71,2022-04-04 00:11:07+00:00,amazonmusic,Olivia Rodri-go off sis 💅,1,9,39,2,1510771912669945857,0.0
72,2022-04-04 00:03:17+00:00,amazonmusic,777 live from Las Vegas – we love to see it 🎲 #GRAMMYs,2,2,21,0,1510769942689312769,0.0772
73,2022-04-03 23:33:26+00:00,amazonmusic,Billie Eilish? More like Billie Stylish #GRAMMYs,2,6,35,0,1510762429952651268,0.4201
74,2022-04-03 23:23:55+00:00,amazonmusic,Confirmed. Jack Harlow is most definitely out here getting cuter.,1,1,21,0,1510760034761732098,0.7425
75,2022-04-03 23:07:13+00:00,amazonmusic,Let’s play a game. Guess who the #GRAMMYs red carpet look belongs to based on emojis 👀👇,4,4,26,0,1510755833948168192,0.34
76,2022-04-03 22:57:20+00:00,amazonmusic,These red carpet looks… WOW. The nominees did not come to play this #GRAMMYs 👏👏👏,1,5,17,1,1510753343487963142,0.5419
77,2022-04-03 22:00:01+00:00,PrimeVideo,"You start out your life thinking you’re Snow White, then progress to being Happy, Bashful, Grumpy, Sleepy — then suddenly you realize that you're actually the Evil Queen.",6,20,148,0,1510738919356129282,0.25
78,2022-04-03 20:01:14+00:00,amazonmusic,"Which #GRAMMYs performance are you looking forward to most? ARMY, we’re looking at you👀",11,12,72,4,1510709028082626561,0.0
79,2022-04-03 16:00:28+00:00,PrimeVideo,What live action film needs an animated remake?,279,37,783,59,1510648437255024642,0.0
80,2022-04-02 22:00:01+00:00,PrimeVideo,"Pick any movie/TV character, then drop what their best pickup line would be.",95,22,252,12,1510376530945273861,0.4767
81,2022-04-02 20:00:34+00:00,amazonmusic,"Record of the Year #GRAMMYs 
Vote for your favorite:",2,4,20,0,1510346472486842376,0.4588
82,2022-04-02 19:30:04+00:00,amazonmusic,"Album of the Year #GRAMMYs 
Vote for your favorite:",1,2,11,0,1510338797275332608,0.4588
83,2022-04-02 19:00:14+00:00,amazonmusic,"Song of the Year #GRAMMYs 
Vote for your favorite:",3,0,17,0,1510331287403384848,0.4588
84,2022-04-02 18:30:07+00:00,amazonmusic,"Best New Artist #GRAMMYs 
Vote for your favorite:",1,1,14,0,1510323708434558989,0.802
85,2022-04-02 04:54:10+00:00,PrimeVideo,Name the movie that reminds you of your childhood.,999,69,796,89,1510118367201357827,0.0
